instance_id,split,num_nodes,edge_prob,num_edges,start,goal,shortest_path,shortest_path_length,graph_json,graph_text
train_n10_p03_00013,train,10,0.3,25,4,5,"[4, 3, 5]",3,"{""0"": [2, 3, 4, 5], ""1"": [5, 9], ""2"": [1], ""3"": [2, 4, 5, 6, 7, 8], ""4"": [3, 6, 8], ""5"": [8], ""6"": [3], ""7"": [8], ""8"": [2, 3, 4, 7], ""9"": [1, 3]}","0: [2, 3, 4, 5]
1: [5, 9]
2: [1]
3: [2, 4, 5, 6, 7, 8]
4: [3, 6, 8]
5: [8]
6: [3]
7: [8]
8: [2, 3, 4, 7]
9: [1, 3]"
train_n10_p03_00014,train,10,0.3,29,3,1,"[3, 2, 1]",3,"{""0"": [5, 7, 8], ""1"": [6, 9], ""2"": [1, 3, 7, 9], ""3"": [2, 4, 8], ""4"": [1], ""5"": [0, 9], ""6"": [0, 1, 5, 7, 9], ""7"": [1, 9], ""8"": [1, 5, 6, 7], ""9"": [1, 2, 8]}","0: [5, 7, 8]
1: [6, 9]
2: [1, 3, 7, 9]
3: [2, 4, 8]
4: [1]
5: [0, 9]
6: [0, 1, 5, 7, 9]
7: [1, 9]
8: [1, 5, 6, 7]
9: [1, 2, 8]"
train_n10_p03_00015,train,10,0.3,24,3,4,"[3, 4]",2,"{""0"": [], ""1"": [2, 3, 4, 7], ""2"": [9], ""3"": [4, 6, 7], ""4"": [1, 3, 5, 9], ""5"": [0, 1, 2, 8], ""6"": [0, 1, 5], ""7"": [3, 4], ""8"": [], ""9"": [3, 5, 8]}","0: []
1: [2, 3, 4, 7]
2: [9]
3: [4, 6, 7]
4: [1, 3, 5, 9]
5: [0, 1, 2, 8]
6: [0, 1, 5]
7: [3, 4]
8: []
9: [3, 5, 8]"
train_n10_p03_00016,train,10,0.3,20,3,1,"[3, 0, 4, 1]",4,"{""0"": [4], ""1"": [5], ""2"": [5], ""3"": [0], ""4"": [1, 5], ""5"": [8], ""6"": [1, 2, 3, 9], ""7"": [8, 9], ""8"": [1, 2, 4, 6, 7], ""9"": [1, 4]}","0: [4]
1: [5]
2: [5]
3: [0]
4: [1, 5]
5: [8]
6: [1, 2, 3, 9]
7: [8, 9]
8: [1, 2, 4, 6, 7]
9: [1, 4]"
train_n10_p03_00017,train,10,0.3,25,4,7,"[4, 5, 0, 7]",4,"{""0"": [4, 7, 9], ""1"": [6, 7], ""2"": [5, 8], ""3"": [1, 4, 5, 6], ""4"": [5, 8], ""5"": [0, 2, 3, 9], ""6"": [0, 8, 9], ""7"": [0, 8, 9], ""8"": [1], ""9"": [7]}","0: [4, 7, 9]
1: [6, 7]
2: [5, 8]
3: [1, 4, 5, 6]
4: [5, 8]
5: [0, 2, 3, 9]
6: [0, 8, 9]
7: [0, 8, 9]
8: [1]
9: [7]"
train_n10_p03_00018,train,10,0.3,21,4,1,"[4, 0, 2, 1]",4,"{""0"": [2, 8], ""1"": [0, 4, 6], ""2"": [1, 4, 7, 8, 9], ""3"": [4, 7], ""4"": [0, 8], ""5"": [9], ""6"": [3, 4, 8], ""7"": [1, 3], ""8"": [9], ""9"": []}","0: [2, 8]
1: [0, 4, 6]
2: [1, 4, 7, 8, 9]
3: [4, 7]
4: [0, 8]
5: [9]
6: [3, 4, 8]
7: [1, 3]
8: [9]
9: []"
train_n10_p03_00019,train,10,0.3,27,8,3,"[8, 3]",2,"{""0"": [5, 6, 8, 9], ""1"": [0, 3, 8], ""2"": [0, 6, 7], ""3"": [2, 4, 6, 7, 8], ""4"": [5, 7], ""5"": [8], ""6"": [1, 7], ""7"": [1, 2], ""8"": [3, 7, 9], ""9"": [5, 8]}","0: [5, 6, 8, 9]
1: [0, 3, 8]
2: [0, 6, 7]
3: [2, 4, 6, 7, 8]
4: [5, 7]
5: [8]
6: [1, 7]
7: [1, 2]
8: [3, 7, 9]
9: [5, 8]"
train_n10_p03_00020,train,10,0.3,24,7,6,"[7, 9, 1, 6]",4,"{""0"": [3], ""1"": [6, 7], ""2"": [0, 1, 4, 8], ""3"": [0, 5], ""4"": [5], ""5"": [1, 7, 9], ""6"": [1, 2], ""7"": [0, 4, 9], ""8"": [0, 5, 6], ""9"": [1, 2, 8]}","0: [3]
1: [6, 7]
2: [0, 1, 4, 8]
3: [0, 5]
4: [5]
5: [1, 7, 9]
6: [1, 2]
7: [0, 4, 9]
8: [0, 5, 6]
9: [1, 2, 8]"
train_n10_p03_00021,train,10,0.3,28,8,3,"[8, 3]",2,"{""0"": [1, 7, 8], ""1"": [4], ""2"": [1, 4], ""3"": [0, 2, 7, 9], ""4"": [0, 6, 7], ""5"": [2, 4, 7, 8], ""6"": [1, 2, 3, 9], ""7"": [9], ""8"": [2, 3, 4, 5], ""9"": [5, 7]}","0: [1, 7, 8]
1: [4]
2: [1, 4]
3: [0, 2, 7, 9]
4: [0, 6, 7]
5: [2, 4, 7, 8]
6: [1, 2, 3, 9]
7: [9]
8: [2, 3, 4, 5]
9: [5, 7]"
train_n10_p03_00022,train,10,0.3,26,0,3,"[0, 5, 3]",3,"{""0"": [5, 6, 7, 8], ""1"": [5, 9], ""2"": [3, 6, 7], ""3"": [1, 2, 6], ""4"": [1, 2], ""5"": [0, 3, 7, 8], ""6"": [1, 7, 8], ""7"": [3, 9], ""8"": [1, 9], ""9"": [8]}","0: [5, 6, 7, 8]
1: [5, 9]
2: [3, 6, 7]
3: [1, 2, 6]
4: [1, 2]
5: [0, 3, 7, 8]
6: [1, 7, 8]
7: [3, 9]
8: [1, 9]
9: [8]"
train_n10_p03_00023,train,10,0.3,24,4,1,"[4, 3, 1]",3,"{""0"": [2], ""1"": [2, 7, 8], ""2"": [1, 3, 4, 8], ""3"": [0, 1, 7, 9], ""4"": [3, 9], ""5"": [0, 8, 9], ""6"": [4, 9], ""7"": [3, 5], ""8"": [3, 4], ""9"": [4]}","0: [2]
1: [2, 7, 8]
2: [1, 3, 4, 8]
3: [0, 1, 7, 9]
4: [3, 9]
5: [0, 8, 9]
6: [4, 9]
7: [3, 5]
8: [3, 4]
9: [4]"
train_n10_p03_00024,train,10,0.3,30,9,5,"[9, 5]",2,"{""0"": [1, 2, 4, 5], ""1"": [0, 5, 8], ""2"": [1, 3, 5], ""3"": [0, 4, 5, 6, 9], ""4"": [1, 3], ""5"": [0, 3, 9], ""6"": [3, 7, 9], ""7"": [1], ""8"": [5, 7], ""9"": [2, 3, 5, 6]}","0: [1, 2, 4, 5]
1: [0, 5, 8]
2: [1, 3, 5]
3: [0, 4, 5, 6, 9]
4: [1, 3]
5: [0, 3, 9]
6: [3, 7, 9]
7: [1]
8: [5, 7]
9: [2, 3, 5, 6]"
train_n10_p03_00025,train,10,0.3,28,7,6,"[7, 3, 1, 5, 9, 0, 6]",7,"{""0"": [1, 6, 8], ""1"": [5, 8], ""2"": [3, 4, 5, 7], ""3"": [1, 2], ""4"": [2], ""5"": [2, 3, 8, 9], ""6"": [0, 1, 2, 3, 4, 7], ""7"": [3], ""8"": [1, 3, 9], ""9"": [0, 5]}","0: [1, 6, 8]
1: [5, 8]
2: [3, 4, 5, 7]
3: [1, 2]
4: [2]
5: [2, 3, 8, 9]
6: [0, 1, 2, 3, 4, 7]
7: [3]
8: [1, 3, 9]
9: [0, 5]"
train_n10_p03_00026,train,10,0.3,31,2,4,"[2, 4]",2,"{""0"": [1], ""1"": [0, 2, 3, 6, 7, 8], ""2"": [0, 3, 4, 5, 6, 8, 9], ""3"": [1, 2], ""4"": [0, 6], ""5"": [0, 1, 2, 4], ""6"": [1, 3, 4], ""7"": [2], ""8"": [1, 3], ""9"": [6, 7, 8]}","0: [1]
1: [0, 2, 3, 6, 7, 8]
2: [0, 3, 4, 5, 6, 8, 9]
3: [1, 2]
4: [0, 6]
5: [0, 1, 2, 4]
6: [1, 3, 4]
7: [2]
8: [1, 3]
9: [6, 7, 8]"
train_n10_p03_00027,train,10,0.3,28,3,8,"[3, 8]",2,"{""0"": [6, 7, 9], ""1"": [2, 4], ""2"": [], ""3"": [1, 4, 7, 8, 9], ""4"": [0, 6, 9], ""5"": [7, 8], ""6"": [1, 2, 7], ""7"": [2, 4, 8], ""8"": [1, 3, 4, 7], ""9"": [4, 6, 7]}","0: [6, 7, 9]
1: [2, 4]
2: []
3: [1, 4, 7, 8, 9]
4: [0, 6, 9]
5: [7, 8]
6: [1, 2, 7]
7: [2, 4, 8]
8: [1, 3, 4, 7]
9: [4, 6, 7]"
train_n10_p03_00028,train,10,0.3,23,9,6,"[9, 1, 7, 2, 6]",5,"{""0"": [5, 9], ""1"": [4, 7, 8], ""2"": [1, 6], ""3"": [7], ""4"": [], ""5"": [0], ""6"": [0, 1, 2, 3, 4, 7], ""7"": [2, 3, 4], ""8"": [3], ""9"": [0, 1, 5, 8]}","0: [5, 9]
1: [4, 7, 8]
2: [1, 6]
3: [7]
4: []
5: [0]
6: [0, 1, 2, 3, 4, 7]
7: [2, 3, 4]
8: [3]
9: [0, 1, 5, 8]"
train_n10_p03_00029,train,10,0.3,32,3,2,"[3, 6, 1, 2]",4,"{""0"": [4, 6], ""1"": [2, 3, 4, 8], ""2"": [0, 1, 4, 6, 7], ""3"": [5, 6, 7, 9], ""4"": [3, 6], ""5"": [7], ""6"": [0, 1, 3, 4, 5, 8, 9], ""7"": [6], ""8"": [1, 7, 9], ""9"": [3, 5, 8]}","0: [4, 6]
1: [2, 3, 4, 8]
2: [0, 1, 4, 6, 7]
3: [5, 6, 7, 9]
4: [3, 6]
5: [7]
6: [0, 1, 3, 4, 5, 8, 9]
7: [6]
8: [1, 7, 9]
9: [3, 5, 8]"
train_n10_p03_00030,train,10,0.3,31,7,1,"[7, 5, 1]",3,"{""0"": [2, 6, 7, 8], ""1"": [3, 4, 5, 6, 7, 9], ""2"": [3, 5], ""3"": [0], ""4"": [3, 6], ""5"": [1, 7], ""6"": [4, 7, 8], ""7"": [2, 4, 5, 9], ""8"": [0, 3, 5], ""9"": [2, 3, 6, 8]}","0: [2, 6, 7, 8]
1: [3, 4, 5, 6, 7, 9]
2: [3, 5]
3: [0]
4: [3, 6]
5: [1, 7]
6: [4, 7, 8]
7: [2, 4, 5, 9]
8: [0, 3, 5]
9: [2, 3, 6, 8]"
train_n10_p03_00031,train,10,0.3,35,1,2,"[1, 6, 0, 2]",4,"{""0"": [2, 4, 5, 6], ""1"": [4, 6, 7], ""2"": [0, 4, 9], ""3"": [0, 1, 2, 4, 6], ""4"": [1, 6], ""5"": [0, 3], ""6"": [0, 9], ""7"": [3, 5, 6, 8], ""8"": [1, 2, 5, 7, 9], ""9"": [0, 2, 4, 5, 6]}","0: [2, 4, 5, 6]
1: [4, 6, 7]
2: [0, 4, 9]
3: [0, 1, 2, 4, 6]
4: [1, 6]
5: [0, 3]
6: [0, 9]
7: [3, 5, 6, 8]
8: [1, 2, 5, 7, 9]
9: [0, 2, 4, 5, 6]"
train_n10_p03_00032,train,10,0.3,27,6,1,"[6, 1]",2,"{""0"": [1, 5], ""1"": [0, 2, 4], ""2"": [0, 1, 4, 5, 8, 9], ""3"": [0], ""4"": [5, 9], ""5"": [0], ""6"": [0, 1, 3, 7], ""7"": [5, 8, 9], ""8"": [0, 1, 7], ""9"": [5, 7]}","0: [1, 5]
1: [0, 2, 4]
2: [0, 1, 4, 5, 8, 9]
3: [0]
4: [5, 9]
5: [0]
6: [0, 1, 3, 7]
7: [5, 8, 9]
8: [0, 1, 7]
9: [5, 7]"
train_n10_p03_00033,train,10,0.3,31,8,4,"[8, 2, 1, 0, 4]",5,"{""0"": [3, 4, 6], ""1"": [0, 6, 9], ""2"": [1, 3, 6, 9], ""3"": [0, 1, 2, 6, 9], ""4"": [0, 3, 5, 8, 9], ""5"": [1, 2, 4], ""6"": [1, 2, 9], ""7"": [6, 8], ""8"": [2, 6], ""9"": [8]}","0: [3, 4, 6]
1: [0, 6, 9]
2: [1, 3, 6, 9]
3: [0, 1, 2, 6, 9]
4: [0, 3, 5, 8, 9]
5: [1, 2, 4]
6: [1, 2, 9]
7: [6, 8]
8: [2, 6]
9: [8]"
train_n10_p03_00034,train,10,0.3,29,0,1,"[0, 1]",2,"{""0"": [1, 3, 4, 5, 6, 7], ""1"": [0, 2, 6], ""2"": [3, 6, 8], ""3"": [9], ""4"": [7, 9], ""5"": [2, 3], ""6"": [0, 8], ""7"": [0, 5, 6, 8], ""8"": [0, 5], ""9"": [0, 4, 6, 8]}","0: [1, 3, 4, 5, 6, 7]
1: [0, 2, 6]
2: [3, 6, 8]
3: [9]
4: [7, 9]
5: [2, 3]
6: [0, 8]
7: [0, 5, 6, 8]
8: [0, 5]
9: [0, 4, 6, 8]"
train_n10_p03_00035,train,10,0.3,30,4,5,"[4, 5]",2,"{""0"": [4, 7, 9], ""1"": [0, 3, 5], ""2"": [0, 1, 4], ""3"": [], ""4"": [3, 5, 7, 8, 9], ""5"": [3, 6], ""6"": [2, 4], ""7"": [2, 3, 8], ""8"": [0, 1, 2, 4, 5, 7], ""9"": [5, 6, 7]}","0: [4, 7, 9]
1: [0, 3, 5]
2: [0, 1, 4]
3: []
4: [3, 5, 7, 8, 9]
5: [3, 6]
6: [2, 4]
7: [2, 3, 8]
8: [0, 1, 2, 4, 5, 7]
9: [5, 6, 7]"
train_n10_p03_00036,train,10,0.3,24,2,7,"[2, 1, 7]",3,"{""0"": [8, 9], ""1"": [5, 7, 8], ""2"": [1, 5], ""3"": [0, 4, 8], ""4"": [], ""5"": [2, 6, 7], ""6"": [5, 7, 9], ""7"": [1, 3, 8, 9], ""8"": [4, 5], ""9"": [2, 8]}","0: [8, 9]
1: [5, 7, 8]
2: [1, 5]
3: [0, 4, 8]
4: []
5: [2, 6, 7]
6: [5, 7, 9]
7: [1, 3, 8, 9]
8: [4, 5]
9: [2, 8]"
train_n10_p03_00037,train,10,0.3,29,4,8,"[4, 5, 1, 8]",4,"{""0"": [1, 2, 3], ""1"": [3, 6, 8], ""2"": [0, 3], ""3"": [0, 4, 5], ""4"": [5, 6, 7], ""5"": [0, 1, 3, 9], ""6"": [3], ""7"": [1, 3], ""8"": [1, 2, 3, 7, 9], ""9"": [5, 7, 8]}","0: [1, 2, 3]
1: [3, 6, 8]
2: [0, 3]
3: [0, 4, 5]
4: [5, 6, 7]
5: [0, 1, 3, 9]
6: [3]
7: [1, 3]
8: [1, 2, 3, 7, 9]
9: [5, 7, 8]"
train_n10_p03_00038,train,10,0.3,28,8,1,"[8, 2, 9, 1]",4,"{""0"": [5, 7, 9], ""1"": [9], ""2"": [4, 8, 9], ""3"": [8, 9], ""4"": [3, 5], ""5"": [6, 8], ""6"": [0, 1, 2, 4, 8], ""7"": [0, 4, 6, 8], ""8"": [2, 3, 4], ""9"": [0, 1, 4]}","0: [5, 7, 9]
1: [9]
2: [4, 8, 9]
3: [8, 9]
4: [3, 5]
5: [6, 8]
6: [0, 1, 2, 4, 8]
7: [0, 4, 6, 8]
8: [2, 3, 4]
9: [0, 1, 4]"
train_n10_p03_00039,train,10,0.3,21,8,3,"[8, 3]",2,"{""0"": [], ""1"": [0, 2, 3, 5], ""2"": [3, 8], ""3"": [2, 4, 8], ""4"": [8, 9], ""5"": [3], ""6"": [7, 9], ""7"": [4, 8, 9], ""8"": [3, 7], ""9"": [2, 7]}","0: []
1: [0, 2, 3, 5]
2: [3, 8]
3: [2, 4, 8]
4: [8, 9]
5: [3]
6: [7, 9]
7: [4, 8, 9]
8: [3, 7]
9: [2, 7]"
train_n10_p03_00040,train,10,0.3,29,5,2,"[5, 2]",2,"{""0"": [1, 5, 6, 8, 9], ""1"": [0, 4, 6, 8], ""2"": [4, 5], ""3"": [2, 5], ""4"": [1, 2, 5, 7], ""5"": [2, 3], ""6"": [0, 1, 2, 4], ""7"": [0, 5], ""8"": [7, 9], ""9"": [4, 6]}","0: [1, 5, 6, 8, 9]
1: [0, 4, 6, 8]
2: [4, 5]
3: [2, 5]
4: [1, 2, 5, 7]
5: [2, 3]
6: [0, 1, 2, 4]
7: [0, 5]
8: [7, 9]
9: [4, 6]"
train_n10_p03_00041,train,10,0.3,32,8,0,"[8, 0]",2,"{""0"": [2, 7, 8], ""1"": [0, 2, 4], ""2"": [1, 7], ""3"": [0, 1], ""4"": [1, 5, 9], ""5"": [0, 3, 6, 7, 8], ""6"": [0, 1, 2, 8], ""7"": [1], ""8"": [0, 4, 5, 6], ""9"": [1, 3, 4, 6, 7]}","0: [2, 7, 8]
1: [0, 2, 4]
2: [1, 7]
3: [0, 1]
4: [1, 5, 9]
5: [0, 3, 6, 7, 8]
6: [0, 1, 2, 8]
7: [1]
8: [0, 4, 5, 6]
9: [1, 3, 4, 6, 7]"
train_n10_p03_00042,train,10,0.3,30,7,0,"[7, 3, 0]",3,"{""0"": [1, 3, 8], ""1"": [3, 8, 9], ""2"": [3, 9], ""3"": [0, 2, 4], ""4"": [1, 2, 3, 7, 9], ""5"": [1, 3, 4, 8], ""6"": [1, 4, 5, 7], ""7"": [2, 3], ""8"": [2, 5], ""9"": [5, 6]}","0: [1, 3, 8]
1: [3, 8, 9]
2: [3, 9]
3: [0, 2, 4]
4: [1, 2, 3, 7, 9]
5: [1, 3, 4, 8]
6: [1, 4, 5, 7]
7: [2, 3]
8: [2, 5]
9: [5, 6]"
train_n10_p03_00043,train,10,0.3,29,3,1,"[3, 2, 1]",3,"{""0"": [1, 2, 5, 8, 9], ""1"": [3, 6], ""2"": [1, 5, 7, 8], ""3"": [2, 6], ""4"": [1, 5, 7, 8], ""5"": [6], ""6"": [5], ""7"": [1, 4, 5, 8], ""8"": [1, 6, 7], ""9"": [1, 2, 7]}","0: [1, 2, 5, 8, 9]
1: [3, 6]
2: [1, 5, 7, 8]
3: [2, 6]
4: [1, 5, 7, 8]
5: [6]
6: [5]
7: [1, 4, 5, 8]
8: [1, 6, 7]
9: [1, 2, 7]"
train_n10_p03_00044,train,10,0.3,24,8,2,"[8, 2]",2,"{""0"": [2], ""1"": [2, 4, 6, 9], ""2"": [4, 7], ""3"": [6, 7, 9], ""4"": [3, 5], ""5"": [6, 7, 9], ""6"": [0, 4], ""7"": [4], ""8"": [2, 5, 9], ""9"": [3, 6, 7]}","0: [2]
1: [2, 4, 6, 9]
2: [4, 7]
3: [6, 7, 9]
4: [3, 5]
5: [6, 7, 9]
6: [0, 4]
7: [4]
8: [2, 5, 9]
9: [3, 6, 7]"
train_n10_p03_00045,train,10,0.3,22,7,8,"[7, 8]",2,"{""0"": [3, 6], ""1"": [0, 2, 5, 9], ""2"": [5, 6], ""3"": [5, 6], ""4"": [2, 9], ""5"": [1, 2, 7], ""6"": [5], ""7"": [5, 8, 9], ""8"": [], ""9"": [2, 3, 7]}","0: [3, 6]
1: [0, 2, 5, 9]
2: [5, 6]
3: [5, 6]
4: [2, 9]
5: [1, 2, 7]
6: [5]
7: [5, 8, 9]
8: []
9: [2, 3, 7]"
train_n10_p03_00046,train,10,0.3,29,4,8,"[4, 3, 6, 8]",4,"{""0"": [1, 3, 4, 9], ""1"": [], ""2"": [4, 5], ""3"": [2, 6], ""4"": [3, 9], ""5"": [1, 2, 3, 4, 6, 7], ""6"": [0, 8, 9], ""7"": [0, 4, 9], ""8"": [1, 2, 5], ""9"": [1, 2, 4, 7]}","0: [1, 3, 4, 9]
1: []
2: [4, 5]
3: [2, 6]
4: [3, 9]
5: [1, 2, 3, 4, 6, 7]
6: [0, 8, 9]
7: [0, 4, 9]
8: [1, 2, 5]
9: [1, 2, 4, 7]"
train_n10_p03_00047,train,10,0.3,31,3,8,"[3, 5, 8]",3,"{""0"": [4, 6, 8, 9], ""1"": [0, 4, 9], ""2"": [0, 4, 5, 6, 7], ""3"": [4, 5], ""4"": [5, 9], ""5"": [4, 8], ""6"": [3, 8, 9], ""7"": [3, 4, 6, 8], ""8"": [5, 9], ""9"": [0, 1, 7, 8]}","0: [4, 6, 8, 9]
1: [0, 4, 9]
2: [0, 4, 5, 6, 7]
3: [4, 5]
4: [5, 9]
5: [4, 8]
6: [3, 8, 9]
7: [3, 4, 6, 8]
8: [5, 9]
9: [0, 1, 7, 8]"
